"city","st","status","geometry"
"Lincoln","NE","open",list(c(-96.254237, -96.01773, -96.672523, -96.652193, -96.254237, 40.850974, 40.433343, 40.783, 41.275023, 40.850974))
"Brooklyn Park","MN","open",list(c(-93.324103, -93.345794, -93.413286, -93.411505, -93.325937, -93.324103, 45.126437, 45.087835, 45.056303, 45.123337, 45.133432, 45.126437))
"Eagan","MN","open",list(c(-93.13457, -93.066071, -93.157445, -93.198794, -93.192739, -93.14492, -93.13457, 44.886617, 44.797097, 44.781063, 44.835696, 44.866661, 44.888121, 44.886617))
"Champlin","MN","open",list(c(-93.45388, -93.325275, -93.325937, -93.411505, -93.432088, -93.458627, -93.45388, 45.25064, 45.136289, 45.133432, 45.123337, 45.139939, 45.232379, 45.25064))
"Woodbury","MN","open",list(c(-92.92846, -92.687015, -92.839231, -92.907218, -92.954068, -92.946321, -92.92846, 45.032564, 44.854135, 44.845227, 44.877419, 44.995975, 45.010009, 45.032564))
"Columbia Heights","MN","open",list(c(-93.194233, -93.255053, -93.283055, -93.286079, -93.194049, -93.194233, 45.098495, 45.025641, 45.028869, 45.090606, 45.102653, 45.098495))
"Fargo","ND","open",list(c(-94.568807, -96.01035, -99.876095, -101.601865, -94.487148, -94.494777, -94.568807, 48.169109, 45.232809, 45.076915, 49.038691, 49.038691, 48.323594, 48.169109))
"Iowa City","IA","open",list(c(-91.003059, -91.16062, -92.594365, -92.594843, -92.568957, -91.557411, -91.031015, -91.003059, 41.953752, 40.12401, 40.12401, 40.157475, 41.225644, 41.849178, 41.981137, 41.953752))
"Minnetonka","MN","open",list(c(-93.456446, -93.455224, -93.48865, -93.651523, -93.46927, -93.456446, 44.92468, 44.906315, 44.872432, 44.96131, 44.941445, 44.92468))
"Minneapolis","MN","open",list(c(-93.319804, -93.261823, -93.259596, -93.286467, -93.29679, -93.32626, -93.319804, 45.0048, 44.935018, 44.928705, 44.910382, 44.913544, 45.003324, 45.0048))
"Maple Grove","MN","open",list(c(-93.411505, -93.413286, -93.423519, -93.498166, -93.432088, -93.411505, 45.123337, 45.056303, 45.037054, 45.078023, 45.139939, 45.123337))
"Eagan","MN","open",list(c(-93.198794, -93.157445, -93.176525, -93.247965, -93.268701, -93.198794, 44.835696, 44.781063, 44.755945, 44.765048, 44.802032, 44.835696))
"Minneapolis","MN","open",list(c(-93.315372, -93.271104, -93.26152, -93.261823, -93.319804, -93.315372, 45.007162, 44.974047, 44.952992, 44.935018, 45.0048, 45.007162))
"Plymouth","MN","open",list(c(-93.498166, -93.423519, -93.421716, -93.4241, -93.465918, -93.673874, -93.589058, -93.498166, 45.078023, 45.037054, 45.030914, 45.024216, 44.989224, 45.048959, 45.082583, 45.078023))
"Rochester","MN","open",list(c(-89.943204, -91.536607, -93.284883, -93.306831, -93.266892, -90.608507, -89.943204, 45.147737, 43.312776, 43.154464, 43.167122, 43.537822, 45.220126, 45.147737))
"Edina","MN","open",list(c(-93.286432, -93.317745, -93.378911, -93.381689, -93.374007, -93.356231, -93.319603, -93.29679, -93.286467, -93.286432, 44.909849, 44.844291, 44.851977, 44.86905, 44.884297, 44.893916, 44.913321, 44.913544, 44.910382, 44.909849))
"West Des Moines","IA","open",list(c(-94.018887, -93.387653, -92.791174, -94.632787, -95.000797, -95.014602, -94.964596, -94.018887, 41.919926, 41.041208, 40.12401, 40.12401, 42.066199, 42.167279, 42.311315, 41.919926))
"Minneapolis","MN","open",list(c(-93.237308, -93.236065, -93.259596, -93.261823, -93.26152, -93.257085, -93.237308, 44.990225, 44.928308, 44.928705, 44.935018, 44.952992, 44.977148, 44.990225))
"Sioux City","IA","open",list(c(-94.964596, -95.014602, -95.90338, -96.77499, -97.036082, -98.927147, -95.271759, -94.874082, -94.964596, 42.311315, 42.167279, 41.927681, 41.776372, 41.743796, 42.160466, 43.43841, 42.889025, 42.311315))
"Saint Paul","MN","open",list(c(-93.078158, -93.024565, -93.025355, -93.112085, -93.122296, -93.10805, -93.10706, -93.078158, 44.998373, 44.939345, 44.933996, 44.911682, 44.990807, 45.006651, 45.007075, 44.998373))
"Cheyenne","WY","open",list(c(-104.510476, -100.75937, -100.790837, -107.714158, -104.510476, 42.886048, 40.862994, 40.12401, 40.12401, 42.886048))
"Cottage Grove","MN","open",list(c(-92.839231, -93.012806, -93.051479, -93.010645, -92.907218, -92.839231, 44.845227, 44.725268, 44.79228, 44.88033, 44.877419, 44.845227))
